"primary_keyword","position","location","salary_min","experience_years","english_level","employment","pokes"
Java,Senior Java Developer,Харьков,3200,4,intermediate,fulltime remote freelance,28
Java,Tech Lead / Senior Software Engineer / Senior Hybris Developer,Удаленно, Киев,8100,10,upper,fulltime remote freelance move relocate,22
Java,Senior Java developer,Киев,3500,5,intermediate,fulltime remote,1
Java,Senior Java Developer,Днепр,2500,3,intermediate,fulltime remote freelance,1
Java,Senior Java/PHP Developer,Киев,3500,5,pre,fulltime remote,1
Java,Senior Java Developer,Любой,3500,7,fluent,remote,95
Java,Senior Software Engineer,Киев, Винница, Львов,4000,3,fluent,fulltime remote move relocate,64
Java,Senior Java Developer,Львів,5500,10,upper,fulltime remote,1
Java,Senior Java Developer,Киев,3500,15,pre,remote,76
Java,Senior Java Backend Developer / Architect,Any (remote),4500,15,upper,remote,39
Java,Senior Java Engineer,Киев,4000,10,upper,remote relocate,100
Java,Senior Software Engineer,Днепр,3950,15,intermediate,fulltime remote freelance,48
Java,Senior Java Developer,Киев,5500,6,intermediate,fulltime remote relocate,42
Java,Senior Java Developer,Львов,4000,6,intermediate,fulltime remote,1
Java,Senior Java Developer,Kyiv,3500,4,intermediate,fulltime,61
Java,Senior Java Developer,Киев,3500,4,upper,fulltime remote,62
Java,Senior Java Developer,Харьков,3000,6,intermediate,fulltime remote relocate,1
Java,Senior Java Backend Developer,Киев,3200,4,intermediate,fulltime,1
Java,Team Lead, Senior Java Developer,Винница, Киев,4500,15,intermediate,fulltime remote,1
Java,Senior Java Developer,Харьков,2600,5,upper,fulltime remote freelance move relocate,1
Java,Senior Java Developer,Киев,3200,3,upper,fulltime remote,55
Java,Senior Software Engineer,Черновцы,3700,5,upper,fulltime remote freelance,16
Java,Senior Java/JS Developer,Одесса,4000,5,intermediate,fulltime remote,1
Java,Full Stack Java/Oracle Senior Developer/Tech Lead,Київ, Львів, Рівне, Луцьк,4000,15,fluent,remote freelance,36
Java,Senior Java Developer,Киев,3500,7,fluent,remote freelance,1
Java,Senior Java Developer,Киев,5000,4,upper,fulltime remote,1
Java,Middle/Senior Java developer,Киев,3500,4,upper,fulltime,66
Java,Senior Java Developer,Киев,4500,5,upper,fulltime remote,45
Java,Senior Java Developer,Prague,3000,6,intermediate,remote relocate,1
Java,Senior Java Developer,Харьков,4500,15,intermediate,fulltime remote freelance move relocate,1
Java,Senior Software Engineer,Remote,4000,5,fluent,remote,33
Java,Senior Back-end/Front-End / Team Leader,Киев,4000,4,intermediate,fulltime,1
Java,Senior Java Engineer / TechLead,Киев,4000,15,fluent,fulltime remote,1
Java,Senior Java Developer,,4500,15,upper,remote freelance relocate,4
Java,Senior Java Developer,Kyiv,3500,4,intermediate,freelance,1
Java,Senior Java Developer,Киев,4000,5,intermediate,fulltime,102
Java,Senior Java Developer (possible with Team Lead role),Киев,5000,15,upper,fulltime remote,27
Java,Senior Java Developer,Киев,5000,5,intermediate,fulltime remote freelance relocate,1
Java,Senior Java Developer,Одесса,4000,6,fluent,fulltime remote,14
Java,Senior Java Developer,Moscow, remote,5000,7,fluent,fulltime remote,1
Java,Senior Software Engineer,Киев,3700,4,upper,fulltime,45
Java,Senior Java Developer,Киев,3500,6,upper,fulltime remote,50
Java,Senior Java Full Stack Developer,Киев,4000,5,upper,fulltime,1
Java,Senior Java Developer,Винница,3500,5,pre,fulltime remote freelance,1
Java,Senior Java Developer/Team Leader/Tech Lead,Odessa,6000,9,upper,remote relocate,9
Java,Senior Java/Spring Developer,Berlin,3200,7,intermediate,fulltime relocate,1
Java,Senior Java Developer,Киев,4500,5,upper,fulltime remote,47
Java,Senior Java Developer,Харьков,3500,5,upper,fulltime remote freelance move relocate,3
Java,Senior Salesforce Developer,Киев,4500,3,upper,fulltime freelance relocate,14
Java,Senior Salesforce Developer/Team Lead,Киев,4200,5,upper,remote freelance,1
Java,Java Senior Full Stack Developer / Team Lead,Киев,6000,6,fluent,fulltime remote,70
Java,Senior Java Developer / Team Lead,Київ,6000,6,upper,fulltime remote,50
Java,Java Senior Software Engineer,Львов,3800,3,upper,fulltime,20
Java,Senior PL/SQL/ Middle Java Developer,Луцк, удаленно,3000,10,intermediate,fulltime remote,4
Java,Senior Developer(Java/PHP/.Net),Киев,Харьков,4500,15,intermediate,fulltime remote freelance move,59
Java,Senior Java Developer,Киев,4100,7,fluent,fulltime,32
Java,Senior QA Automation Engineer,Киев, Львов, Харьков,2200,5,intermediate,fulltime remote move,1
Java,Senior Java Developer or some tech management.,Одесса, только Одесса,5500,15,upper,fulltime remote,23
Java,Senior Java Developer,Львов,4000,10,upper,fulltime remote,14
Java,Senior Java/Full-Stack Developer,Харьков,4500,5,fluent,fulltime remote freelance,1
Java,Senior Java Developer,Киев,4000,4,intermediate,fulltime remote freelance move relocate,3
Java,Senior Java Developer,Poland, Germany, Netherlands, UK, Ireland,2000,8,fluent,fulltime relocate,20
Java,Senior Java Full Stack Developer,Харьков,3500,10,intermediate,fulltime remote,1
Java,Senior Java Developer,Львов,4000,5,fluent,fulltime remote freelance,1
Java,Senior Java Developer,Киев,3900,7,intermediate,fulltime,1
Java,Senior Java Developer,Киев,4500,7,upper,fulltime remote relocate,123
Java,Senior Java Developer,Одесса,4000,9,fluent,fulltime remote freelance,1
Java,Senior Java / Oracle Developer,Киев,3000,10,intermediate,fulltime remote,1
Java,Senior Blockchain Engineer,Харьков, Киев,6500,15,upper,fulltime remote,1
Java,Senior Java, Senior Android Developer,Одесса,2800,5,intermediate,fulltime remote freelance relocate,1
Java,Senior Java Developer,Киев,5000,5,upper,fulltime remote relocate,1
Java,Senior Java Enginer,Брест,2700,5,intermediate,remote,1
Java,Senior Software Engineer,Киев, Харьков,3500,5,upper,fulltime,1
Java,Senior Java Developer,Львов,4000,5,fluent,fulltime,35
Java,Senior Java Developer,Киев,4000,15,intermediate,fulltime remote,1
Java,Senior Java Developer,Харьков,3000,2.500000,intermediate,fulltime remote freelance,1
Java,Senior/Middle Java Developer,Киев,2500,5,intermediate,fulltime,1
Java,Senior Software Engineer,Киев,4000,10,upper,fulltime remote relocate,21
Java,Senior/Lead Java Developer. Relocation to USA (H1B),Relocation to USA (H1B),7000,7,fluent,relocate,1
Java,Senior Software Developer,Киев,4500,7,upper,fulltime,59
Java,Senior Java Developer,Киев,4600,4,upper,fulltime remote,65
Java,Senior Java Developer,Львов,4500,15,intermediate,fulltime,1
Java,Senior Java Developer,Киев,3000,4,pre,fulltime,1
Java,Senior Java Developer,Киев,4000,6,upper,fulltime remote,1
Java,Senior Java Developer/System Architect,Днепр,4000,15,upper,fulltime remote,22
Java,Senior Java Developer, Scala developer, Big Data,Киев,4000,3,fluent,fulltime remote freelance relocate,58
Java,Senior Java Developer,remote only,4200,4,upper,remote,32
Java,Senior Java Developer,Germany,  Lviv,3500,4,intermediate,fulltime relocate,1
Java,Senior Software Engineer,Киев,3500,5,intermediate,fulltime relocate,63
Java,Senior Java Developer,Киев,4500,8,intermediate,fulltime,42
Java,Senior Java Software Engineer,Relocate south EU,4000,15,upper,fulltime relocate,65
Java,Senior Java Developer,Харьков,4000,15,intermediate,fulltime remote freelance,1
Java,Senior Kotlin Developer,Киев,6000,5,fluent,remote relocate,11
Java,Senior Java Developer,Киев,3500,5,fluent,fulltime remote,76
Java,Senior Java/Python/JS (Core+Web) Developer,Одесса,5000,10,fluent,remote freelance,1
Java,Senior Software Engineer / Team Lead,Киев,6000,7,upper,fulltime remote,5
Java,Java Senior developer,Kiev, Europe, USA, Canada,4000,6,upper,remote,11
Java,Senior Java Developer/Tech Lead/Architect,Днепр,4200,9,intermediate,fulltime,1
Java,Senior Java Developer,Харьков,3500,3,upper,fulltime,15
Java,Senior Java Developer/ Team lead/ Architect,Харьков,5000,15,upper,fulltime remote,47
Java,Senior QA Automation Engineer,Киев,3000,4,upper,fulltime remote move relocate,40
Java,Senior Java Developer,Львов,3500,8,intermediate,fulltime,1
Java,Senior Java Developer,Одесса,5500,10,upper,fulltime remote freelance,19
Java,Senior Java Developer,Киев,3000,15,upper,fulltime,2
Java,Senior Java Developer,Киев,3500,5,intermediate,fulltime,1
Java,Senior Java Developer,Киев,4500,8,upper,relocate,15
Java,Senior Java Developer,Черкассы, Киев,2500,6,upper,fulltime move,65
Java,Senior Java Developer,Киев,3500,5,intermediate,fulltime,1
Java,Senior Java Developer,Днепр,3000,7,intermediate,fulltime remote,1
Java,Senior Java EE Developer, System Architect, Team Lead,Днепр,3500,8,intermediate,fulltime,1
Java,Backend Senior Software Developer/Architect,Киев,6000,5,upper,fulltime remote freelance relocate,42
Java,Team Lead/Senior Java Developer,Киев,4800,15,fluent,fulltime,1
Java,Senior Java Developer,Киев,1500,5,intermediate,remote freelance,9
Java,Java Lead/Senior Developer,Киев,5000,15,upper,fulltime remote,1
Java,Senior Java Developer,Київ,4500,5,intermediate,fulltime remote,59
Java,Senior Java/Fullstack Developer,Киев,3100,4,intermediate,fulltime,1
Java,Senior Java Developer,Киев, Другие страны,5000,15,intermediate,fulltime remote,1
Java,Senior Java Developer,Киев,2500,6,intermediate,fulltime remote,1
Java,Senior Java Developer,Киев,3500,5,intermediate,fulltime remote,1
Java,Java/Scala senior dev/tech lead,Киев,5000,6,fluent,fulltime remote,1
Java,Senior Java Developer,Харьков,4000,5,upper,fulltime remote,21
Java,Senior Java Developer,Киев,3600,4,upper,fulltime,123
Java,Senior Java Developer,Харьков,3000,5,intermediate,fulltime remote,1
Java,Senior Java Developer ; Team Lead,Краков или remote,4500,15,fluent,fulltime remote freelance,18
Java,Senior Java Developer,Днепр,2500,7,pre,remote freelance,4
Java,Senior Software Engineer,Львов,3000,3,intermediate,fulltime remote freelance,1
Java,Senior Java Developer,Харьков,3500,5,pre,fulltime remote,74
Java,Senior Android Developer,Киев,4000,10,intermediate,fulltime remote,13
Java,Senior Software Engineer,не важно,2000,4,intermediate,remote freelance,31
Java,Senior Java Developer,Киев,3500,4,intermediate,remote freelance,1
Java,Senior Java Developer,Киев,4500,9,intermediate,fulltime remote,94
Java,Senior Java Developer,Киев,4000,5,intermediate,fulltime,1
Java,Middle/Senior Java Developer,Харьков,3200,3,upper,fulltime move,3
Java,Senior Java Developer/Team Lead,Киев,5200,7,intermediate,fulltime remote relocate,1
Java,Senior Java Developer,Киев,4000,8,fluent,remote freelance,13
Java,Senior Java Developer,Киев,3300,4,intermediate,fulltime remote,1
Java,Senior Java Developer,Киев,3500,4,fluent,fulltime remote relocate,1
Java,Senior Java Developer,Одесса,3800,7,fluent,fulltime remote freelance,1
Java,Senior Developer,Киев,4000,15,fluent,fulltime remote,1
Java,Senior Java Developer / Big Data,Киев,5700,7,upper,fulltime,27
Java,Senior Software Engineer,Киев,4000,3,fluent,fulltime remote move relocate,76
Java,Senior Java Developer,Львов,4300,15,fluent,fulltime remote freelance,1
Java,Senior Java Developer,Харьков, Одесса,2500,3,intermediate,fulltime move,1
Java,Senior Java Developer,Харьков,4000,3,fluent,fulltime remote freelance,27
Java,Senior Java Developer,Киев,4800,8,fluent,fulltime remote,56
Java,Senior Java Developer,Харьков,4000,5,intermediate,fulltime remote relocate,1
Java,Senior Software Engineer,Киев,3800,5,intermediate,fulltime remote,1
Java,Senior Java Developer/Full Stack,Одесса, remote,4500,6,upper,remote freelance,22
Java,Software Architect (Java), Senior Java Developer,Чернигов, Киев,4300,8,intermediate,remote,1
Java,Senior Java Developer,Киев,4600,7,fluent,fulltime remote relocate,1
Java,Senior Java Developer,Киев,3500,5,fluent,fulltime remote,1
Java,Senior Java Developer,Киев,3500,15,intermediate,fulltime remote,1
Java,Senior Software Engineer,Киев,5000,5,upper,fulltime relocate,47
Java,Senior Java Developer,Киев,3200,4,intermediate,fulltime remote,1
Java,Senior Java Developer,Киев, Львов, Москва,4500,8,intermediate,remote freelance,32
Java,Senior Java Developer/Team Lead,Киев,3500,2.500000,intermediate,fulltime remote freelance,30
Java,Senior Java Developer,Киев,4000,4,intermediate,fulltime,1
Java,Senior Java Developer,Харьков,4200,5,upper,fulltime remote relocate,37
Java,Senior Java Developer,Киев,3700,5,intermediate,freelance,1
Java,Senior Java Developer,Харьков,3800,4,upper,fulltime,1
Java,Senior Java Developer,Киев,3500,7,intermediate,fulltime remote freelance,3
Java,Senior Java Developer,Днепр,3000,3,intermediate,fulltime remote,28
Java,Senior Java Developer,Киев,4600,7,fluent,fulltime remote freelance relocate,1
Java,Senior Java Developer,Киев,4000,15,fluent,fulltime,1
Java,Senior Java Developer,Киев, Львов,4000,7,fluent,fulltime remote freelance move relocate,2
Java,Senior Java Developer,Киев,4000,6,intermediate,fulltime remote freelance,1
Java,Senior Java Developer,Киев,5500,5,fluent,fulltime remote move,1
Java,Senior Java Developer/Team Lead,Киев,4000,5,intermediate,fulltime remote,1
Java,Senior Java Developer,Киев,2700,10,basic,fulltime,1
Java,Team Lead / Senior Java Developer,Киев,8000,8,fluent,fulltime remote,7
Java,Senior Java Developer,Киев,3300,15,upper,fulltime,59
Java,Senior Java Developer,Одесса,4000,4,upper,fulltime relocate,16
Java,Senior Java Developer,Киев,4000,6,intermediate,fulltime remote,1
Java,Senior Java Software Engineer,Харьков,3300,4,intermediate,fulltime remote,1
Java,Senior Java Developer(OCA/OCP certified),Киев,4000,6,upper,remote,28
Java,Senior/Middle Java Developer,Киев,2700,15,basic,fulltime remote freelance,1
Java,Senior Java developer,Киев,3500,3,upper,fulltime remote,72
Java,Senior Java Developer,Киев,4000,15,intermediate,fulltime,1
Java,Senior Java Developer,Львов, Киев, Днепр,3000,5,intermediate,fulltime move relocate,1
Java,Senior Java developer,Киев,4000,2,intermediate,fulltime remote,1
Java,Senior JAVA,Киев,4500,6,intermediate,fulltime remote freelance relocate,1
Java,Team Lead, Senior Backend Java Developer,Киев,4000,15,intermediate,fulltime,1
Java,Senior Java Developer,Харьков,3800,5,intermediate,fulltime remote,1
Java,Senior Software Engineer,Киев,3300,5,fluent,fulltime remote,51
Java,Senior Java Developer,Харьков,4500,15,fluent,fulltime remote,1
Java,Senior Java Developer,Одесса,4000,6,intermediate,fulltime remote,1
Java,Senior Java Developer,Харьков,4000,5,upper,fulltime remote,11
Java,Senior Java Engineer,Львов,4000,4,upper,fulltime relocate,38
Java,Senior Java Developer,Киев,4500,15,fluent,remote freelance,22
Java,Senior Software Engineer,Одесса,4000,15,intermediate,fulltime remote freelance,1
Java,Senior Java Developer,Киев,4500,4,intermediate,remote,2
Java,Senior Java Developer,Харьков,3800,8,intermediate,remote,16
Java,Senior Software Engineer,Харьков,3200,5,upper,fulltime remote freelance move relocate,61
